Full_Prompt,Survey_Date,Response,Gender,Age,Geography,Weight,RT,User_ID
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,1,Female,25-34,US-MIDWEST-ND,0.7268646,6335,1811682635
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,6,Male,18-24,US-MIDWEST-KS,0.4837674,2777,1813583932
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,45-54,US-NORTHEAST-MA,1.100408,15156,1817857143
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,25-34,US-NORTHEAST-NY,0.5616692,16062,1831654643
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Female,25-34,US-MIDWEST-IA,0.7268646,58892,1840600448
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,25-34,US-NORTHEAST-ME,0.5616692,9307,1850405371
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,18-24,US-WEST-MT,0.9335043,11809,186386419
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,2,Female,35-44,US-WEST-AZ,1.1109669,10097,1865878618
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,35-44,US-NORTHEAST-NJ,0.6438317,15067,1873651390
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,55-64,US-SOUTH-GA,0.9869784,12855,1887967334
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,45-54,US-NORTHEAST-RI,1.5924932,13902,1904313494
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,55-64,US-SOUTH-SC,0.9869784,13041,1909554599
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,45-54,US-SOUTH-VA,1.347199,30397,1910930066
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,7,Female,18-24,US-SOUTH-DE,0.6623165,1747,191618629
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,25-34,US-SOUTH-MD,0.687636,13391,1922082441
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,6,Male,18-24,US-MIDWEST-WI,0.4837674,7361,1923562545
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,1,Female,18-24,US-MIDWEST-IA,0.7001006,25394,1925672094
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,18-24,US-NORTHEAST-NY,0.5409879,18460,1937216479
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,35-44,US-MIDWEST-IL,0.5757334,11440,1938270876
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,45-54,US-NORTHEAST-NJ,1.5924932,29853,1943976651
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,2,Male,35-44,US-NORTHEAST-NY,0.6438317,12309,1949409889
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,55-64,US-SOUTH-AR,0.9869784,13863,1959557158
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,2,Female,18-24,US-WEST-AK,0.9335043,11699,1963659987
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Female,25-34,US-SOUTH-FL,0.687636,7055,1965876474
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,45-54,US-MIDWEST-OH,1.4240546,11360,1967445803
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,65+,US-SOUTH-MD,2.379835,32337,1980841691
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,45-54,US-SOUTH-MS,0.9309104,17366,1988870410
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,65+,US-SOUTH-AL,2.379835,28025,2017468122
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,7,Male,25-34,US-SOUTH-OK,0.4751544,12843,2018330078
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,35-44,US-WEST-OR,0.7676748,21735,202124022
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,35-44,US-SOUTH-TN,0.5446613,10399,2035969243
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,2,Male,25-34,US-SOUTH-AR,0.4751544,15066,2056690861
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,25-34,US-NORTHEAST-CT,0.5616692,9111,2061107369
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,25-34,US-MIDWEST-MO,0.5022612,9266,207491125
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,2,Male,35-44,US-SOUTH-AL,0.5446613,11414,2082905951
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,1,Female,18-24,US-MIDWEST-NE,0.7001006,16353,2090156064
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,18-24,US-MIDWEST-MO,0.4837674,25935,2096867216
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,65+,US-WEST-NM,3.3542669,1827,2105049943
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,25-34,US-NORTHEAST-NY,0.5616692,16207,2125887265
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,18-24,US-WEST-WY,0.6450487,11851,2144999149
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Female,25-34,US-SOUTH-TX,0.687636,8034,216841779
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,45-54,US-SOUTH-TN,0.9309104,11112,217038825
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,45-54,US-MIDWEST-IA,1.4240546,15642,222198643
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,2,Female,18-24,US-WEST-WA,0.9335043,29712,22582805
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,7,Female,18-24,US-NORTHEAST-NJ,0.7829092,3744,235760326
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,1,Male,45-54,US-SOUTH-TX,0.9309104,9241,249832699
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,18-24,US-SOUTH-AL,0.6623165,11864,273658651
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,65+,US-WEST-CO,3.3542669,13504,284238715
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Female,55-64,US-MIDWEST-SD,1.5098243,9503,285664587
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Female,18-24,US-SOUTH-LA,0.6623165,6145,295834933
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,35-44,US-NORTHEAST-MA,0.6438317,17342,298406634
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,25-34,US-WEST-MT,0.6697081,10164,29923088
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,65+,US-NORTHEAST-NH,2.8131486,16506,306359823
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,25-34,US-WEST-AZ,0.6697081,10040,31925595
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,25-34,US-WEST-UT,0.6697081,35349,330618862
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,18-24,US-MIDWEST-MI,0.7001006,15685,335571173
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,35-44,US-WEST-MT,0.7676748,11794,335653246
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,35-44,US-SOUTH-FL,0.5446613,5226,355187827
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,55-64,US-WEST-CO,2.0131785,7628,358666730
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,25-34,US-NORTHEAST-PA,0.5616692,12457,359113761
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,35-44,US-WEST-NV,1.1109669,11958,365003672
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,35-44,US-MIDWEST-MI,0.8331923,28657,375242399
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,1,Male,25-34,US-NORTHEAST-ME,0.5616692,11526,384389324
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,25-34,US-NORTHEAST-NY,0.8128389,20648,39349769
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,7,Female,18-24,US-MIDWEST-IL,0.7001006,20257,39899116
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Female,65+,US-SOUTH-TX,3.4440599,17931,427362783
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,35-44,US-MIDWEST-MN,0.5757334,15406,434732744
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,7,Male,25-34,US-MIDWEST-SD,0.5022612,11727,454167359
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,35-44,US-WEST-OR,0.7676748,9478,45771521
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,65+,US-SOUTH-KY,3.4440599,22250,459097668
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,1,Male,45-54,US-NORTHEAST-NH,1.100408,12594,459560141
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,7,Female,25-34,US-MIDWEST-WI,0.7268646,15202,46368239
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,35-44,US-NORTHEAST-PA,0.6438317,21434,46693393
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,2,Male,25-34,US-WEST-MT,0.6697081,14717,470653098
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,35-44,US-WEST-ID,0.7676748,7458,488284376
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,45-54,US-SOUTH-AL,1.347199,22836,497018477
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,25-34,US-WEST-CA,0.6697081,6056,510415648
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,35-44,US-MIDWEST-MN,0.5757334,14375,514893982
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,45-54,US-NORTHEAST-VT,1.100408,19891,515193204
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,45-54,US-SOUTH-VA,0.9309104,18005,53490276
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,55-64,US-SOUTH-TN,1.4283397,11525,549214098
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,35-44,US-SOUTH-MS,0.7882253,17089,550208946
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,55-64,US-MIDWEST-IL,1.043284,9160,556902561
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,1,Male,25-34,US-NORTHEAST-NJ,0.5616692,4453,558131374
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,35-44,US-SOUTH-VA,0.7882253,8209,562262455
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,6,Male,35-44,US-MIDWEST-MO,0.5757334,14178,568512283
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,7,Female,65+,US-SOUTH-SC,3.4440599,39712,586616139
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,35-44,US-SOUTH-AR,0.5446613,11682,593052602
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,45-54,US-WEST-OR,1.312075,5829,597654802
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,25-34,US-SOUTH-MD,0.687636,7787,607640376
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,55-64,US-SOUTH-AL,0.9869784,11170,615215804
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,2,Male,25-34,US-SOUTH-FL,0.4751544,14468,616692764
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,25-34,US-SOUTH-KY,0.4751544,14673,617625963
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,55-64,US-SOUTH-AR,1.4283397,8148,64272235
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,35-44,US-MIDWEST-MO,0.8331923,150221,643463785
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,2,Female,65+,US-SOUTH-DE,3.4440599,22855,655209302
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,45-54,US-NORTHEAST-PA,1.100408,21375,656294687
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Female,55-64,US-NORTHEAST-NY,1.6884078,10885,677162134
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,45-54,US-SOUTH-OK,0.9309104,8763,681158352
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,55-64,US-SOUTH-LA,0.9869784,17211,688687111
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,18-24,US-MIDWEST-IA,0.4837674,11591,706699869
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Male,45-54,US-MIDWEST-KS,0.9840174,15965,710303173
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,18-24,US-MIDWEST-WI,0.4837674,9675,725070692
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Female,55-64,US-WEST-UT,2.0131785,26636,757710056
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,6,Female,65+,US-SOUTH-LA,3.4440599,15845,76371517
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,4,Male,45-54,US-NORTHEAST-PA,1.100408,24221,771615832
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Female,55-64,US-MIDWEST-MN,1.5098243,24519,775196778
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,1,Female,25-34,US-WEST-CA,0.9691911,16531,787550133
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,18-24,US-MIDWEST-MO,0.4837674,27974,82671561
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,3,Female,65+,US-SOUTH-MD,3.4440599,39278,830795736
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,6,Male,25-34,US-SOUTH-TN,0.4751544,23850,842683131
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,7,Male,55-64,US-NORTHEAST-PA,1.1666847,2637,846869163
Think about *the average American*. How much do you trust this person to do what is best for society?,2021-04-14,5,Male,35-44,US-MIDWEST-MO,0.5757334,13661,847467453
